iter	Passed	Remaining
224	2221	7651
225	2234	7653
226	2245	7645
227	2255	7635
228	2264	7625
229	2274	7614
230	2284	7604
231	2296	7602
232	2306	7593
233	2316	7583
234	2326	7573
235	2336	7563
236	2346	7553
237	2356	7543
238	2365	7532
239	2375	7523
240	2385	7512
241	2395	7502
242	2405	7492
243	2414	7480
244	2424	7470
245	2433	7460
246	2443	7448
247	2453	7438
248	2463	7428
249	2472	7417
250	2482	7408
251	2492	7398
252	2502	7387
253	2511	7377
254	2521	7367
255	2531	7357
256	2543	7353
257	2554	7346
258	2564	7336
259	2574	7326
260	2583	7315
261	2593	7306
262	2603	7294
263	2612	7284
264	2622	7272
265	2631	7262
266	2641	7251
267	2650	7240
268	2660	7229
269	2670	7219
270	2679	7208
271	2689	7199
272	2699	7189
273	2709	7179
274	2719	7169
275	2729	7159
276	2738	7148
277	2748	7137
278	2757	7126
279	2767	7116
280	2777	7105
281	2787	7097
282	2797	7088
283	2807	7078
284	2817	7067
285	2826	7057
286	2836	7047
287	2846	7037
288	2856	7028
289	2866	7017
290	2875	7007
291	2885	6996
292	2895	6986
293	2904	6975
294	2914	6965
295	2924	6955
296	2933	6944
297	2943	6933
298	2953	6924
299	2963	6914
300	2973	6904
301	2982	6893
302	2992	6883
303	3002	6873
304	3012	6863
305	3022	6854
306	3034	6850
307	3044	6841
308	3054	6830
309	3064	6820
310	3074	6810
311	3083	6800
312	3093	6790
313	3103	6780
314	3113	6770
315	3122	6759
316	3132	6749
317	3142	6739
318	3152	6728
319	3161	6718
320	3171	6707
321	3180	6697
322	3189	6685
323	3199	6675
324	3208	6664
325	3224	6665
326	3234	6656
327	3244	6646
328	3253	6636
329	3263	6626
330	3273	6615
331	3285	6611
332	3295	6601
333	3305	6591
334	3315	6580
335	3324	6570
336	3334	6560
337	3344	6550
338	3354	6540
339	3364	6530
340	3373	6520
341	3383	6510
342	3393	6499
343	3403	6490
344	3413	6480
345	3423	6470
346	3433	6461
347	3443	6451
348	3453	6441
349	3463	6431
350	3473	6421
351	3482	6411
352	3491	6400
353	3501	6390
354	3511	6379
355	3524	6376
356	3535	6366
357	3544	6356
358	3554	6346
359	3564	6336
360	3574	6326
361	3584	6316
362	3593	6306
363	3603	6296
364	3613	6286
365	3623	6275
366	3632	6265
367	3642	6256
368	3652	6245
369	3662	6235
370	3672	6225
371	3681	6215
372	3691	6205
373	3701	6195
374	3711	6186
375	3721	6176
376	3731	6166
377	3741	6156
378	3751	6146
379	3760	6136
380	3772	6128
381	3782	6119
382	3792	6108
383	3802	6099
384	3811	6088
385	3821	6078
386	3830	6067
387	3840	6057
388	3850	6047
389	3864	6043
390	3874	6035
391	3884	6024
392	3894	6014
393	3903	6004
394	3914	5995
395	3923	5984
396	3933	5974
397	3943	5964
398	3953	5954
399	3962	5943
400	3972	5933
401	3981	5922
402	3991	5912
403	4000	5901
404	4010	5892
405	4022	5884
406	4032	5874
407	4041	5864
408	4051	5854
409	4061	5844
410	4071	5834
411	4081	5824
412	4090	5813
413	4100	5803
414	4110	5793
415	4119	5783
416	4129	5773
417	4139	5763
418	4149	5753
419	4158	5742
420	4167	5731
421	4177	5721
422	4187	5711
423	4197	5701
424	4211	5698
425	4221	5688
426	4231	5678
427	4241	5668
428	4251	5658
429	4260	5647
430	4272	5640
431	4282	5630
432	4292	5621
433	4302	5611
434	4312	5601
435	4322	5591
436	4332	5581
437	4342	5571
438	4351	5561
439	4361	5550
440	4370	5540
441	4380	5530
442	4390	5520
443	4400	5510
444	4409	5500
445	4419	5489
446	4429	5479
447	4439	5469
448	4448	5459
449	4459	5449
450	4468	5439
451	4478	5429
452	4487	5419
453	4497	5409
454	4507	5399
455	4519	5391
456	4529	5381
457	4539	5371
458	4549	5362
459	4558	5351
460	4568	5341
461	4578	5332
462	4588	5322
463	4598	5311
464	4607	5301
465	4617	5291
466	4627	5281
467	4636	5270
468	4646	5261
469	4656	5250
470	4665	5240
471	4675	5229
472	4684	5219
473	4694	5209
474	4704	5199
475	4714	5189
476	4723	5179
477	4733	5169
478	4743	5159
479	4753	5149
480	4764	5141
481	4774	5131
482	4784	5121
483	4794	5111
484	4804	5101
485	4813	5091
486	4823	5081
487	4832	5070
488	4842	5060
489	4852	5050
490	4861	5040
491	4871	5030
492	4881	5020
493	4891	5010
494	4901	5000
495	4910	4989
496	4920	4979
497	4930	4969
498	4939	4959
499	4949	4949
500	4959	4939
501	4969	4929
502	4978	4919
503	4988	4909
504	4998	4899
505	5009	4890
506	5019	4880
507	5029	4870
508	5038	4860
509	5048	4850
510	5057	4840
511	5067	4829
512	5077	4820
513	5087	4810
514	5096	4799
515	5106	4789
516	5116	4780
517	5126	4769
518	5135	4759
519	5145	4749
520	5155	4739
521	5164	4729
522	5175	4719
523	5196	4720
524	5206	4710
525	5215	4700
526	5225	4690
527	5235	4680
528	5245	4670
529	5257	4662
530	5266	4651
531	5276	4642
532	5287	4632
533	5296	4622
534	5306	4612
535	5316	4602
536	5326	4592
537	5336	4582
538	5345	4572
539	5355	4562
540	5365	4552
541	5375	4542
542	5385	4532
543	5395	4522
544	5404	4512
545	5414	4502
546	5424	4492
547	5433	4481
548	5443	4471
549	5452	4461
550	5462	4451
551	5472	4441
552	5481	4431
553	5491	4421
554	5502	4411
555	5512	4402
556	5521	4391
557	5531	4381
558	5541	4371
559	5550	4361
560	5560	4351
561	5570	4341
562	5580	4331
563	5589	4321
564	5599	4311
565	5608	4300
566	5618	4290
567	5628	4281
568	5638	4270
569	5648	4261
570	5658	4251
571	5667	4241
572	5677	4231
573	5687	4221
574	5697	4211
575	5707	4201
576	5717	4191
577	5727	4181
578	5737	4171
579	5748	4162
580	5759	4153
581	5768	4143
582	5778	4133
583	5788	4123
584	5797	4113
585	5807	4102
586	5817	4092
587	5826	4082
588	5836	4072
589	5846	4062
590	5856	4052
591	5865	4042
592	5875	4032
593	5885	4022
594	5894	4012
595	5904	4002
596	5914	3992
597	5923	3982
598	5934	3972
599	5943	3962
600	5952	3952
601	5963	3942
602	5973	3932
603	5982	3922
604	5993	3913
605	6003	3903
606	6013	3893
607	6023	3883
608	6033	3873
609	6042	3863
610	6052	3853
611	6062	3843
612	6072	3833
613	6081	3823
614	6091	3813
615	6101	3803
616	6111	3793
617	6121	3783
618	6131	3773
619	6140	3763
620	6150	3753
621	6160	3743
622	6173	3735
623	6182	3725
624	6192	3715
625	6202	3705
626	6212	3695
627	6222	3685
628	6232	3675
629	6243	3667
630	6253	3657
631	6263	3647
632	6273	3637
633	6283	3627
634	6292	3617
635	6302	3607
636	6312	3597
637	6322	3587
638	6332	3577
639	6342	3567
640	6352	3557
641	6362	3547
642	6372	3537
643	6381	3527
644	6391	3517
645	6401	3508
646	6411	3498
647	6421	3488
648	6430	3478
649	6440	3467
650	6450	3457
651	6459	3447
652	6470	3438
653	6480	3428
654	6491	3419
655	6501	3409
656	6511	3399
657	6521	3389
658	6531	3379
659	6540	3369
660	6550	3359
661	6560	3349
662	6570	3339
663	6579	3329
664	6589	3319
665	6599	3309
666	6608	3299
667	6618	3289
668	6627	3279
669	6637	3269
670	6647	3259
671	6657	3249
672	6667	3239
673	6676	3229
674	6686	3219
675	6696	3209
676	6706	3199
677	6716	3189
678	6725	3179
679	6736	3170
680	6747	3160
681	6756	3150
682	6766	3140
683	6776	3130
684	6785	3120
685	6795	3110
686	6805	3100
687	6815	3090
688	6825	3080
689	6834	3070
690	6844	3060
691	6854	3050
692	6864	3041
693	6874	3031
694	6883	3020
695	6893	3011
696	6903	3001
697	6913	2991
698	6923	2981
699	6932	2971
700	6942	2961
701	6953	2951
702	6962	2941
703	6972	2931
704	6984	2922
705	6994	2912
706	7004	2903
707	7014	2893
708	7024	2883
709	7034	2873
710	7044	2863
711	7053	2853
712	7063	2843
713	7073	2833
714	7083	2823
715	7092	2813
716	7101	2803
717	7111	2793
718	7120	2782
719	7130	2772
720	7140	2763
721	7150	2753
722	7167	2745
723	7177	2736
724	7187	2726
725	7197	2716
726	7206	2706
727	7216	2696
728	7229	2687
729	7238	2677
730	7248	2667
731	7258	2657
732	7268	2647
733	7278	2637
734	7287	2627
735	7297	2617
736	7307	2607
737	7317	2597
738	7326	2587
739	7336	2577
740	7347	2568
741	7357	2558
742	7367	2548
743	7376	2538
744	7386	2528
745	7396	2518
746	7406	2508
747	7416	2498
748	7425	2488
749	7435	2478
750	7444	2468
751	7455	2458
752	7464	2448
753	7475	2439
754	7486	2429
755	7496	2419
756	7505	2409
757	7515	2399
758	7524	2389
759	7534	2379
760	7544	2369
761	7553	2359
762	7563	2349
763	7573	2339
764	7582	2329
765	7592	2319
766	7602	2309
767	7611	2299
768	7621	2289
769	7630	2279
770	7640	2269
771	7650	2259
772	7660	2249
773	7669	2239
774	7679	2229
775	7688	2219
776	7698	2209
777	7708	2199
778	7720	2190
779	7730	2180
780	7739	2170
781	7749	2160
782	7759	2150
783	7769	2140
784	7779	2130
785	7788	2120
786	7798	2110
787	7808	2100
788	7817	2090
789	7827	2080
790	7837	2070
791	7847	2061
792	7857	2051
793	7867	2041
794	7876	2031
795	7886	2021
796	7896	2011
797	7906	2001
798	7916	1991
799	7926	1981
800	7935	1971
801	7945	1961
802	7955	1951
803	7966	1942
804	7977	1932
805	7986	1922
806	7996	1912
807	8006	1902
808	8015	1892
809	8025	1882
810	8034	1872
811	8044	1862
812	8054	1852
813	8064	1842
814	8074	1832
815	8083	1822
816	8093	1812
817	8102	1802
818	8112	1792
819	8122	1783
820	8132	1773
821	8147	1764
822	8157	1754
823	8167	1744
824	8177	1734
825	8186	1724
826	8196	1714
827	8206	1704
828	8218	1695
829	8228	1685
830	8237	1675
831	8247	1665
832	8257	1655
833	8267	1645
834	8276	1635
835	8286	1625
836	8295	1615
837	8305	1605
838	8314	1595
839	8324	1585
840	8334	1575
841	8344	1565
842	8354	1555
843	8363	1545
844	8373	1535
845	8383	1526
846	8393	1516
847	8403	1506
848	8412	1496
849	8422	1486
850	8431	1476
851	8441	1466
852	8451	1456
853	8462	1446
854	8472	1436
855	8482	1426
856	8492	1417
857	8502	1407
858	8512	1397
859	8522	1387
860	8532	1377
861	8542	1367
862	8551	1357
863	8561	1347
864	8571	1337
865	8580	1327
866	8590	1317
867	8600	1307
868	8609	1297
869	8618	1287
870	8628	1277
871	8638	1267
872	8647	1257
873	8656	1248
874	8666	1238
875	8676	1228
876	8685	1218
877	8695	1208
878	8710	1199
879	8723	1189
880	8733	1179
881	8742	1169
882	8752	1159
883	8762	1149
884	8772	1139
885	8781	1129
886	8791	1119
887	8801	1110
888	8810	1100
889	8820	1090
890	8830	1080
891	8839	1070
892	8848	1060
893	8858	1050
894	8868	1040
895	8877	1030
896	8887	1020
897	8897	1010
898	8907	1000
899	8917	990
900	8926	980
901	8941	971
902	8959	962
903	8978	953
904	8995	944
905	9009	934
906	9022	925
907	9036	915
908	9052	906
909	9065	896
910	9083	887
911	9098	877
912	9111	868
913	9129	858
914	9143	849
915	9159	839
916	9170	830
917	9186	820
918	9200	810
919	9214	801
920	9228	791
921	9241	781
922	9253	771
923	9266	762
924	9281	752
925	9294	742
926	9307	732
927	9322	723
928	9336	713
929	9350	703
930	9364	694
931	9377	684
932	9391	674
933	9407	664
934	9421	654
935	9434	645
936	9449	635
937	9462	625
938	9477	615
939	9490	605
940	9503	595
941	9516	585
942	9531	576
943	9545	566
944	9560	556
945	9573	546
946	9585	536
947	9597	526
948	9612	516
949	9625	506
950	9639	496
951	9650	486
952	9663	476
953	9679	466
954	9694	456
955	9711	446
956	9731	437
957	9746	427
958	9757	417
959	9767	406
960	9777	396
961	9787	386
962	9797	376
963	9807	366
964	9817	356
965	9827	345
966	9837	335
967	9846	325
968	9856	315
969	9866	305
970	9876	294
971	9886	284
972	9896	274
973	9906	264
974	9916	254
975	9925	244
976	9935	233
977	9947	223
978	9957	213
979	9967	203
980	9983	193
981	9997	183
982	10010	173
983	10024	162
984	10040	152
985	10055	142
986	10069	132
987	10084	122
988	10097	112
989	10121	102
990	10132	92
991	10142	81
992	10152	71
993	10162	61
994	10172	51
995	10181	40
996	10194	30
997	10204	20
998	10214	10
999	10224	0
