,t вып-обр,t обработка,t под током,t продувка,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,Ar (интенс.),N2 (интенс.),эл. энергия (интенс.),произв жидкая сталь,расход газ Ar,расход газ  N2,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  ферванит,ферспл  фх850А,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Mn_1,химсталь первый N_1,химсталь первый Si_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Mn,химсталь последний N,химсталь последний Si,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2
2906,33.0,45.033333299999995,26.683333299999997,44.8666667,3.3610870999999998,0.31777,0.056255999999999994,0.10434700000000001,0.05728300000000001,0.0913547,1510.0,11.0444229,16.923973,13098.063710200002,114.6,6.3260000000000005,15.335,0.0,0.05,0.335,0.073,0.02,0.043,0.163,0.026512,0.096,0.004,0.613,0.247,0.706,0.01,0.499,0.004,0.004,0.875,0.0003,0.295,0.799,0.015,0.546,0.08,4.2,58.5,1.1,5.6,0.1,2.9,20.2,4.9,64.1,0.6,4.8,0.09,2.8,22.1
2907,32.0,45.9,17.216666699999998,45.7333333,3.0,0.520125,0.080282,0.170185,0.123115,0.09460199999999999,1572.0,11.9703358,10.1377049,11284.414327200002,116.1,7.129,9.276,0.0,0.05,0.578,0.040999999999999995,0.02,0.115,0.265,0.026258999999999998,0.13699999999999998,0.002,0.445,0.22399999999999998,0.64,0.009000000000000001,0.433,0.002,0.004,0.857,0.0004,0.29100000000000004,0.7959999999999999,0.015,0.5479999999999999,0.084,5.0,60.9,0.4,12.0,0.11,2.9,21.2,5.5,62.2,0.7,6.8,0.09,2.8,22.0
2908,39.0,46.533333299999995,19.2,46.3666667,2.7550812999999996,0.45564,0.104308,0.14643599999999998,0.106628,0.0916677,1553.0,10.4408759,12.5720207,12106.25,112.5,7.152,10.784,0.0,0.05,0.495,0.07200000000000001,0.02,0.1,0.228,0.027742000000000003,0.17800000000000002,0.002,0.462,0.198,0.647,0.009000000000000001,0.447,0.003,0.003,0.871,0.0002,0.287,0.79,0.016,0.54,0.084,3.9,62.4,1.5,7.5,0.43,2.8,22.4,4.6,49.5,1.0,5.1,0.28,2.8,17.1
2929,21.0,41.6833333,21.1333333,41.5166667,3.8942116,0.43574179999999996,0.028127999999999997,0.071391,0.057441,0.0917965,1549.0,13.7992415,15.3052941,13173.5015773,112.0,6.064,14.455,0.098,0.05,0.44,0.077,0.02,0.057,0.111,0.026619999999999998,0.048,0.002,0.499,0.267,0.731,0.012,0.494,0.002,0.003,0.8690000000000001,0.0003,0.287,0.7859999999999999,0.017,0.547,0.08199999999999999,3.7,61.9,0.6,9.8,0.08,3.0,20.4,4.8,60.0,0.6,11.6,0.12,2.7,21.9
2930,19.0,47.216666700000005,20.216666699999998,46.8833333,2.9240953,0.46833919999999996,0.10372200000000001,0.15623199999999998,0.08749900000000001,0.09336289999999998,1590.0,12.7439252,10.409666900000001,11630.9975268,113.7,3.409,13.280999999999999,0.086,0.05,0.489,0.078,0.02,0.067,0.244,0.026114,0.177,0.002,0.456,0.20199999999999999,0.66,0.013000000000000001,0.467,0.002,0.003,0.845,0.0002,0.28800000000000003,0.799,0.019,0.5529999999999999,0.084,4.1,60.9,0.3,10.7,0.1,2.9,21.1,4.2,61.5,0.3,9.5,0.11,2.6,23.7
2931,22.0,51.8666667,18.8166667,51.533333299999995,2.5534591,0.46478420000000004,0.088486,0.100079,0.10176,0.093122,1586.0,12.750898199999998,13.143021599999999,11759.7874225,114.8,7.098,15.224,0.07200000000000001,0.05,0.473,0.06,0.02,0.11199999999999999,0.155,0.026223000000000003,0.151,0.002,0.475,0.21600000000000003,0.7070000000000001,0.013999999999999999,0.461,0.002,0.003,0.848,0.0003,0.28800000000000003,0.7909999999999999,0.019,0.544,0.08199999999999999,4.1,58.6,0.6,10.7,0.13,2.7,21.6,4.8,61.1,0.6,6.6,0.08,2.7,22.6
2932,33.0,51.7333333,21.0,51.4,3.3784892999999996,0.48726,0.1172,0.190678,0.099663,0.09406339999999999,1587.0,8.5729299,13.5077111,12302.857142899999,115.4,2.991,18.393,0.086,0.05,0.53,0.069,0.02,0.071,0.298,0.026982,0.2,0.002,0.485,0.193,0.63,0.013999999999999999,0.46,0.002,0.004,0.8440000000000001,0.0004,0.29100000000000004,0.8009999999999999,0.02,0.544,0.084,3.8,60.0,0.4,10.2,0.09,2.6,22.9,5.1,56.2,0.5,8.1,0.06,2.7,20.9
2933,37.0,50.05,19.4,49.5666667,2.6140103,0.48171359999999996,0.127748,0.177565,0.110597,0.0922525,1590.0,11.2345636,11.7013413,11820.6185567,113.1,14.374,4.362,0.081,0.05,0.494,0.049,0.02,0.09300000000000001,0.27699999999999997,0.02615,0.218,0.002,0.447,0.185,0.637,0.011000000000000001,0.451,0.002,0.003,0.85,0.0004,0.293,0.797,0.016,0.542,0.084,4.2,53.3,0.6,12.2,0.15,2.5,21.8,4.3,58.0,0.4,11.2,0.1,2.2,25.9
2934,42.0,52.716666700000005,31.183333299999997,52.55,4.058474299999999,0.50797,0.080868,0.14119600000000002,0.09724,0.0922067,1542.0,14.713432800000001,13.0659618,12737.573490100001,113.5,1.643,21.283,0.166,0.05,0.564,0.07,0.02,0.08800000000000001,0.22,0.025391,0.138,0.002,0.462,0.21899999999999997,0.669,0.012,0.46299999999999997,0.002,0.004,0.862,0.0003,0.29,0.799,0.017,0.5479999999999999,0.081,5.8,56.6,0.4,13.4,0.13,2.7,20.7,7.0,47.7,0.3,12.3,0.07,2.8,17.2
2935,45.0,46.7333333,20.9166667,44.55,3.1063923,0.50312,0.09376,0.133768,0.107098,0.0936574,1578.0,7.291352000000001,8.595,12050.677290799998,113.3,9.977,0.382,0.11599999999999999,0.05,0.556,0.09699999999999999,0.02,0.106,0.20800000000000002,0.025897000000000003,0.16,0.002,0.466,0.21100000000000002,0.6809999999999999,0.01,0.456,0.002,0.004,0.8590000000000001,0.0007,0.289,0.7979999999999999,0.013999999999999999,0.5589999999999999,0.083,4.2,51.6,0.7,8.7,0.08,2.9,17.8,6.2,55.8,1.0,9.4,0.13,2.4,23.0
2936,46.0,44.3333333,21.2,44.0166667,4.2482795,0.43185500000000004,0.050982,0.022173,0.069648,0.0920419,1536.0,14.906429000000001,14.3474878,12993.3962264,114.4,6.505,14.754000000000001,0.063,0.05,0.48,0.076,0.02,0.096,0.033,0.025318,0.087,0.003,0.526,0.247,0.768,0.01,0.47600000000000003,0.002,0.004,0.8640000000000001,0.0006,0.289,0.789,0.017,0.5429999999999999,0.083,5.2,55.9,1.0,6.7,0.25,2.3,24.4,4.6,63.4,0.6,4.5,0.07,2.7,21.4
2937,48.0,45.5166667,15.816666699999999,45.1833333,2.9627907,0.4793,0.084384,0.08955,0.11539300000000001,0.09418439999999999,1590.0,15.6208376,15.050564699999999,12571.5489989,115.8,8.496,14.436,0.136,0.05,0.53,0.08199999999999999,0.02,0.13699999999999998,0.138,0.027163,0.14400000000000002,0.002,0.488,0.217,0.716,0.011000000000000001,0.45299999999999996,0.002,0.003,0.8590000000000001,0.0003,0.28800000000000003,0.795,0.016,0.541,0.083,3.4,54.4,8.2,8.2,0.49,2.5,21.4,4.1,56.2,0.6,10.9,0.17,2.1,26.5
2938,53.0,44.05,21.533333300000002,41.716666700000005,4.7091148,0.46980659999999996,0.07325,0.085224,0.08640700000000001,0.0933444,1535.0,10.338846400000001,12.7380531,14464.0866873,114.6,12.398,2.399,0.064,0.05,0.475,0.085,0.02,0.095,0.132,0.026764999999999997,0.125,0.002,0.474,0.228,0.721,0.009000000000000001,0.469,0.002,0.003,0.877,0.0002,0.28800000000000003,0.8029999999999999,0.013999999999999999,0.541,0.084,4.0,56.7,1.1,9.1,0.18,2.7,21.2,4.6,55.0,0.4,11.3,0.15,2.3,24.3
2939,55.0,45.8666667,20.5666667,45.7,3.0869397000000003,0.478825,0.101378,0.14944200000000002,0.062464,0.0924864,1543.0,11.487096800000002,10.5733148,12404.5380875,114.2,5.935,10.588,0.0,0.05,0.524,0.038,0.02,0.032,0.23399999999999999,0.025932999999999998,0.17300000000000001,0.002,0.47100000000000003,0.203,0.657,0.011000000000000001,0.485,0.002,0.003,0.868,0.0002,0.289,0.7959999999999999,0.016,0.552,0.085,5.2,57.4,0.7,13.9,0.17,2.6,22.5,6.8,51.8,0.6,9.0,0.09,2.6,19.8
2940,39.0,45.3333333,18.7333333,45.1666667,3.0,0.45274,0.028127999999999997,0.07066900000000001,0.08767899999999999,0.093489,1559.0,6.3509025,8.557611900000001,11184.341637000001,114.7,5.864,4.7780000000000005,0.043,0.05,0.508,0.067,0.02,0.10300000000000001,0.109,0.026764999999999997,0.048,0.003,0.484,0.265,0.725,0.009000000000000001,0.46799999999999997,0.002,0.004,0.863,0.0002,0.28600000000000003,0.784,0.013000000000000001,0.5479999999999999,0.08199999999999999,4.8,59.0,2.9,7.7,0.27,2.8,20.7,6.1,62.5,0.5,6.2,0.06,2.8,21.8
2941,44.0,47.1833333,20.6666667,46.8333333,3.0,0.51782,0.118372,0.153094,0.124348,0.0941842,1562.0,9.1122118,9.940468699999998,11180.322580600001,116.2,5.928,8.72,0.0,0.05,0.569,0.039,0.02,0.124,0.23800000000000002,0.026114,0.20199999999999999,0.002,0.45,0.192,0.657,0.01,0.435,0.002,0.004,0.8809999999999999,0.0004,0.289,0.789,0.013999999999999999,0.551,0.084,4.0,61.4,0.5,9.3,0.11,2.9,21.4,6.3,60.6,0.5,7.7,0.07,2.8,21.9
2942,46.0,47.033333299999995,21.3166667,46.8666667,2.5797831,0.4907,0.017580000000000002,0.167325,0.105121,0.0936132,1549.0,9.855818199999998,9.3061743,12058.1704457,115.5,6.023,8.541,0.0,0.05,0.5529999999999999,0.037000000000000005,0.02,0.08900000000000001,0.261,0.025932999999999998,0.03,0.002,0.456,0.27399999999999997,0.65,0.01,0.444,0.002,0.003,0.8490000000000001,0.0003,0.287,0.797,0.016,0.5429999999999999,0.084,4.2,57.7,0.5,12.2,0.07,2.6,22.3,5.2,60.2,0.6,8.9,0.08,2.7,22.4
2943,47.0,47.216666700000005,19.5166667,47.05,2.7670588,0.49048500000000006,0.04981,0.14085899999999998,0.11368900000000001,0.094266,1549.0,8.5976879,10.2231782,12650.725875299999,116.2,2.479,12.937999999999999,0.0,0.05,0.5479999999999999,0.046,0.02,0.113,0.21899999999999997,0.025318,0.085,0.002,0.478,0.248,0.674,0.01,0.446,0.002,0.003,0.86,0.0005,0.289,0.797,0.015,0.55,0.084,4.1,61.6,0.7,9.4,0.1,2.8,21.8,5.1,59.0,0.7,11.4,0.08,2.6,22.9
2945,56.0,47.533333299999995,17.3333333,47.35,3.0,0.50998,0.165252,0.20254,0.124776,0.0919342,1573.0,7.2497696,9.2896907,12551.5384615,113.4,4.37,9.011000000000001,0.063,0.05,0.5489999999999999,0.039,0.02,0.10400000000000001,0.316,0.025608,0.282,0.002,0.45799999999999996,0.15,0.612,0.01,0.428,0.002,0.003,0.851,0.0003,0.28600000000000003,0.785,0.016,0.535,0.08199999999999999,4.3,51.9,0.7,14.3,0.2,2.1,24.5,4.4,55.0,1.0,9.6,0.1,2.1,26.3
2946,58.0,46.1833333,20.533333300000002,46.033333299999995,3.0555112,0.497705,0.03809,0.16641199999999998,0.08965,0.09392719999999999,1541.0,9.915284699999999,8.251133099999999,13096.753246799999,115.1,5.513999999999999,7.888999999999999,0.0,0.05,0.5579999999999999,0.04,0.02,0.066,0.26,0.027127,0.065,0.002,0.46799999999999997,0.252,0.638,0.011000000000000001,0.457,0.002,0.003,0.866,0.0002,0.285,0.784,0.015,0.5379999999999999,0.084,4.3,53.4,0.7,9.9,0.14,2.7,19.7,5.3,59.4,1.0,4.9,0.1,2.3,25.9
2947,34.0,49.033333299999995,17.15,48.85,3.0,0.5438149999999999,0.11075399999999999,0.191589,0.185272,0.0950633,1570.0,11.126548699999999,13.742539,12265.889212799999,116.8,6.985,13.712,0.122,0.05,0.601,0.03,0.02,0.2,0.297,0.027742000000000003,0.18899999999999997,0.002,0.42,0.203,0.624,0.01,0.38799999999999996,0.002,0.003,0.86,0.0003,0.289,0.79,0.018000000000000002,0.546,0.084,4.4,52.5,0.8,14.7,0.59,2.1,25.4,5.3,60.1,0.9,4.9,0.11,2.3,26.0
2948,35.0,47.3833333,23.55,47.216666700000005,3.3639144,0.45401,0.036331999999999996,0.12444200000000001,0.082024,0.0927116,1528.0,9.1524263,8.914912800000002,13200.0,114.5,5.343999999999999,8.801,0.0,0.05,0.506,0.039,0.02,0.07200000000000001,0.19399999999999998,0.026657,0.062,0.003,0.48700000000000004,0.256,0.685,0.009000000000000001,0.467,0.002,0.003,0.853,0.0003,0.28800000000000003,0.7959999999999999,0.015,0.547,0.085,4.2,61.4,0.3,9.0,0.13,2.8,22.1,5.1,60.3,0.9,8.5,0.11,2.7,22.7
2969,19.0,44.1833333,21.85,43.5166667,3.6013925,0.5135,0.042192,0.0832845,0.099222,0.0929449,1613.0,15.483144099999999,13.577884599999999,12483.295194499999,113.9,9.849,10.982999999999999,0.18899999999999997,0.05,0.58,0.059000000000000004,0.02,0.11699999999999999,0.129,0.026945999999999998,0.07200000000000001,0.003,0.45299999999999996,0.253,0.718,0.012,0.46,0.002,0.005,0.845,0.0004,0.287,0.79,0.017,0.556,0.085,6.2,53.5,0.9,10.0,0.09,2.6,20.7,7.3,52.0,0.5,7.5,0.07,2.6,20.0
2970,23.0,50.55,24.1833333,49.8833333,3.565096,0.495935,0.099034,0.1640125,0.109802,0.0943247,1561.0,10.614947099999998,11.405182,12911.371468000001,115.2,8.088,10.270999999999999,0.198,0.05,0.545,0.039,0.02,0.099,0.256,0.026077999999999997,0.16899999999999998,0.003,0.474,0.207,0.648,0.012,0.45299999999999996,0.002,0.003,0.8640000000000001,0.0002,0.287,0.789,0.017,0.527,0.084,5.7,54.8,0.5,12.5,0.1,2.7,20.1,5.1,57.2,0.8,5.4,0.11,2.3,24.6
2971,22.0,49.6833333,22.8333333,49.35,2.6003976000000004,0.50822,0.120716,0.2492845,0.17114200000000002,0.0940659,1588.0,12.1221939,12.5396129,11869.489051100001,116.1,14.55,5.399,0.259,0.05,0.5529999999999999,0.024,0.02,0.157,0.389,0.026801,0.20600000000000002,0.002,0.446,0.19,0.578,0.012,0.40399999999999997,0.002,0.003,0.845,0.0005,0.28800000000000003,0.7979999999999999,0.016,0.55,0.084,4.6,51.8,1.1,16.0,0.22,2.1,24.8,4.7,56.3,0.4,10.7,0.16,2.3,25.0
2972,26.0,49.8666667,20.5,49.7,3.440348,0.451945,0.076766,0.155855,0.11601600000000001,0.09005419999999999,1566.0,9.4659506,12.949292999999999,12790.2439024,109.5,4.896,14.755,0.127,0.05,0.495,0.039,0.02,0.11199999999999999,0.243,0.024848,0.131,0.002,0.491,0.22,0.657,0.012,0.44299999999999995,0.002,0.003,0.847,0.0002,0.284,0.799,0.019,0.545,0.083,3.2,54.4,0.7,17.9,0.3,2.2,24.5,4.8,53.6,0.5,12.3,0.14,2.6,20.9
2973,33.0,49.9166667,25.716666699999998,49.283333299999995,3.3926972,0.5202899999999999,0.09962,0.1889125,0.12059,0.09513839999999998,1551.0,11.572398199999999,11.115360899999999,12792.4821776,116.3,8.525,10.01,0.128,0.05,0.574,0.057999999999999996,0.02,0.105,0.295,0.026874000000000002,0.17,0.002,0.43700000000000006,0.203,0.628,0.013000000000000001,0.439,0.002,0.003,0.8490000000000001,0.0004,0.285,0.7929999999999999,0.017,0.546,0.08199999999999999,4.2,58.4,0.9,14.0,0.14,2.6,22.7,5.1,57.0,0.9,10.8,0.09,2.6,22.3
2974,40.0,50.0166667,27.066666700000003,49.6833333,5.515243900000001,0.44818,0.1172,0.184387,0.11478,0.09127510000000001,1515.0,9.569396000000001,10.9360913,14814.5320197,111.6,11.882,4.2589999999999995,0.149,0.05,0.48200000000000004,0.066,0.02,0.098,0.28800000000000003,0.025716000000000003,0.2,0.002,0.506,0.19,0.633,0.012,0.46399999999999997,0.002,0.003,0.8540000000000001,0.0002,0.29,0.8009999999999999,0.017,0.5539999999999999,0.085,4.6,61.5,0.5,9.3,0.1,2.7,22.5,5.4,58.8,0.9,8.0,0.12,2.6,22.2
2975,32.0,48.216666700000005,23.5,47.8833333,2.6253041,0.48973500000000003,0.11778599999999999,0.1898155,0.139078,0.09422130000000001,1570.0,12.3443662,15.540975199999998,12217.0212766,116.0,11.686,10.093,0.155,0.05,0.5329999999999999,0.064,0.02,0.133,0.29600000000000004,0.027416000000000003,0.201,0.001,0.46,0.192,0.63,0.012,0.425,0.002,0.004,0.835,0.0003,0.287,0.799,0.017,0.5489999999999999,0.084,4.1,56.7,0.2,13.5,0.25,2.2,25.9,6.4,53.6,0.4,10.9,0.13,2.2,24.0
2976,9.0,46.3833333,20.8333333,46.05,2.9745727000000004,0.506995,0.089658,0.14694649999999998,0.11420599999999999,0.09574780000000001,1590.0,10.1163911,12.300712599999999,12052.8,115.6,5.949,11.508,0.149,0.05,0.561,0.036000000000000004,0.02,0.113,0.22899999999999998,0.026945999999999998,0.153,0.002,0.46299999999999997,0.21100000000000002,0.6629999999999999,0.01,0.44,0.002,0.003,0.857,0.0002,0.28800000000000003,0.792,0.016,0.547,0.076,4.8,57.3,0.4,13.6,0.1,2.5,23.2,5.1,56.9,0.4,10.4,0.09,2.6,22.2
2977,12.0,46.3666667,22.0166667,46.033333299999995,3.4369777999999997,0.43404,0.07618,0.1039065,0.077562,0.0900117,1574.0,10.472883,9.964699000000001,12576.8357305,109.4,6.115,9.472000000000001,0.14400000000000002,0.05,0.475,0.067,0.02,0.075,0.162,0.02521,0.13,0.002,0.513,0.223,0.698,0.011000000000000001,0.475,0.002,0.003,0.8740000000000001,0.0002,0.289,0.7909999999999999,0.016,0.541,0.08199999999999999,3.6,60.0,0.9,13.5,0.15,2.7,22.1,4.3,52.0,0.9,10.3,0.09,2.6,19.9
2978,17.0,44.533333299999995,18.65,44.3666667,2.3260394,0.5247850000000001,0.101378,0.2226435,0.258882,0.0961199,1577.0,11.339455099999999,13.080430900000001,12324.932975900001,118.2,6.242999999999999,12.142999999999999,0.063,0.05,0.578,0.034,0.02,0.303,0.345,0.027199,0.17300000000000001,0.002,0.445,0.207,0.601,0.012,0.324,0.002,0.003,0.846,0.0004,0.28600000000000003,0.7829999999999999,0.016,0.531,0.081,4.1,55.4,0.5,15.7,0.11,2.2,25.1,4.7,51.6,0.5,14.1,0.15,2.2,25.1
2979,20.0,44.35,22.8,44.2,2.7479339,0.47595,0.08204,0.173102,0.08039600000000001,0.09337150000000001,1549.0,9.3983945,11.0335955,11278.9473684,115.4,4.553,10.911,0.0,0.05,0.523,0.033,0.02,0.05,0.271,0.026077999999999997,0.14,0.002,0.466,0.223,0.637,0.01,0.469,0.002,0.003,0.86,0.0003,0.287,0.78,0.016,0.524,0.081,4.2,59.6,0.4,11.5,0.09,2.6,22.6,5.3,47.8,0.4,7.3,0.07,2.3,21.0
2980,17.0,51.2333333,24.5666667,51.05,4.0621651,0.44845,0.092588,0.1516815,0.090762,0.0941457,1528.0,12.4232535,10.366138099999999,13200.814111299998,116.9,7.064,11.802999999999999,0.0,0.05,0.488,0.07200000000000001,0.02,0.075,0.237,0.028031,0.158,0.002,0.502,0.214,0.664,0.009000000000000001,0.46299999999999997,0.003,0.004,0.875,0.0003,0.28800000000000003,0.7879999999999999,0.017,0.528,0.083,4.6,55.2,0.7,8.0,0.1,2.9,18.9,6.6,57.7,0.3,8.3,0.05,2.5,22.7
2981,23.0,45.7333333,24.2,45.5666667,3.8906517999999997,0.387305,0.088486,0.1065875,0.087422,0.0941925,1529.0,9.024719099999999,13.850751,12468.5950413,116.5,4.016,14.600999999999999,0.0,0.05,0.415,0.048,0.02,0.08900000000000001,0.166,0.027416000000000003,0.151,0.003,0.541,0.218,0.6970000000000001,0.011000000000000001,0.46799999999999997,0.003,0.003,0.861,0.0002,0.29,0.787,0.016,0.518,0.083,4.2,63.0,0.7,10.5,0.12,2.9,21.9,4.2,60.3,0.4,11.2,0.09,2.7,22.2
2982,26.0,48.5666667,17.2,48.4,2.0,0.44001999999999997,0.132436,0.18922650000000002,0.09852999999999999,0.09045410000000001,1572.0,10.8348269,7.430249000000001,11044.1860465,110.9,5.9110000000000005,7.874,0.115,0.05,0.469,0.035,0.02,0.071,0.29600000000000004,0.025427,0.226,0.001,0.488,0.17600000000000002,0.623,0.011000000000000001,0.45,0.002,0.003,0.8540000000000001,0.0001,0.289,0.792,0.016,0.536,0.083,3.5,53.5,0.4,17.0,0.12,2.2,24.8,4.0,52.8,0.5,16.0,0.14,2.2,24.6
2983,31.0,44.6833333,18.033333300000002,44.5166667,2.3685694,0.43781499999999995,0.10723800000000001,0.1577665,0.072902,0.094468,1550.0,9.9848739,9.156375,12200.7393715,116.8,5.941,8.139,0.053,0.05,0.47200000000000003,0.037000000000000005,0.02,0.045,0.247,0.027777999999999997,0.183,0.002,0.48700000000000004,0.203,0.652,0.01,0.461,0.003,0.003,0.8640000000000001,0.0002,0.289,0.785,0.013999999999999999,0.525,0.083,3.8,55.6,0.6,13.4,0.12,2.5,22.1,4.9,58.1,0.9,6.8,0.14,2.3,25.7
2984,33.0,46.4,18.533333300000002,46.1,2.6610044,0.44413,0.107824,0.175859,0.095488,0.0923441,1559.0,10.6648352,9.5866144,11619.0647482,114.6,6.47,8.833,0.049,0.05,0.479,0.038,0.02,0.07200000000000001,0.275,0.026042000000000003,0.184,0.002,0.486,0.198,0.633,0.011000000000000001,0.45399999999999996,0.003,0.003,0.87,0.0003,0.29,0.79,0.016,0.5329999999999999,0.083,4.2,52.0,0.3,14.2,0.14,2.1,24.3,4.6,57.2,1.0,8.0,0.26,2.2,26.3
2985,42.0,44.716666700000005,22.35,44.5666667,3.6020682,0.43331000000000003,0.056255999999999994,0.12136199999999998,0.099972,0.0938199,1526.0,8.8508982,8.0084928,13339.5973154,116.1,4.927,7.439,0.049,0.05,0.47700000000000004,0.046,0.03,0.102,0.18899999999999997,0.026295,0.096,0.002,0.522,0.242,0.6829999999999999,0.011000000000000001,0.451,0.003,0.003,0.86,0.0001,0.28800000000000003,0.7879999999999999,0.015,0.531,0.083,4.0,57.2,1.3,17.3,0.26,2.6,21.8,4.8,58.2,0.5,11.7,0.09,2.6,22.7
2986,41.0,46.85,21.6333333,46.6833333,2.6548186,0.48349,0.10313599999999999,0.16136,0.101904,0.09177460000000001,1552.0,11.4563636,14.9446974,11437.9044684,112.5,6.301,14.953,0.057,0.05,0.529,0.043,0.02,0.08800000000000001,0.252,0.026439999999999998,0.17600000000000002,0.002,0.46,0.20199999999999999,0.644,0.011000000000000001,0.447,0.002,0.003,0.87,0.0002,0.28800000000000003,0.784,0.015,0.519,0.084,3.9,56.0,0.7,15.0,0.16,2.2,25.9,4.1,59.0,0.7,10.8,0.09,2.7,21.8
2987,42.0,42.9,20.85,42.716666700000005,3.6748971,0.41872,0.086728,0.10885050000000002,0.068506,0.0897579,1542.0,8.3481553,9.2294176,12224.4604317,110.4,4.777,7.704,0.0,0.05,0.45399999999999996,0.03,0.02,0.059000000000000004,0.17,0.024486,0.14800000000000002,0.002,0.507,0.215,0.69,0.01,0.47700000000000004,0.002,0.003,0.858,0.0003,0.28800000000000003,0.784,0.015,0.541,0.083,3.6,61.3,0.6,13.4,0.11,2.8,22.1,5.1,59.6,0.7,8.2,0.09,2.5,23.6
2988,42.0,47.533333299999995,20.2333333,47.3666667,3.5843325,0.45813000000000004,0.07032000000000001,0.12417650000000001,0.07534600000000001,0.0948595,1543.0,11.5003413,13.268263500000002,12751.235584799999,116.6,7.4879999999999995,12.31,0.0,0.05,0.505,0.039,0.02,0.063,0.19399999999999998,0.028067,0.12,0.002,0.507,0.233,0.6829999999999999,0.008,0.47100000000000003,0.002,0.003,0.843,0.0001,0.289,0.789,0.015,0.531,0.083,4.4,60.5,0.4,10.9,0.09,2.7,22.5,5.3,55.6,0.5,9.2,0.09,2.4,22.8
3057,13.0,44.533333299999995,23.9,44.2,2.0,0.400062,0.071064,0.0770525,0.09877000000000001,0.0931822,1585.0,8.175127799999999,8.2528109,13757.3221757,113.3,7.997999999999999,4.037,0.079,0.05,0.435,0.076,0.02,0.11900000000000001,0.11900000000000001,0.026619999999999998,0.126,0.002,0.5329999999999999,0.23,0.72,0.012,0.45,0.003,0.003,0.838,0.0002,0.292,0.785,0.016,0.545,0.084,4.1,59.9,0.6,10.2,0.08,2.6,22.8,4.5,61.0,1.0,5.7,0.07,2.6,23.2
3058,17.0,47.7,22.5,47.533333299999995,3.1182609,0.37131,0.0423,0.0940125,0.08521000000000001,0.09215110000000001,1565.0,11.6793893,11.6803125,12842.6666667,113.4,10.2,8.306000000000001,0.11599999999999999,0.05,0.40399999999999997,0.10300000000000001,0.02,0.091,0.146,0.025788,0.075,0.002,0.563,0.254,0.7040000000000001,0.012,0.465,0.003,0.004,0.8490000000000001,0.0005,0.29,0.7879999999999999,0.016,0.541,0.083,3.0,46.0,0.5,5.3,0.1,2.8,16.3,4.0,59.1,1.0,4.5,0.31,2.2,26.3
3059,23.0,44.2333333,22.0166667,44.05,2.0,0.40076999999999996,0.0846,0.1400435,0.104422,0.0936526,1544.0,11.5769042,10.5591504,14658.894776700003,115.5,7.853,8.286,0.159,0.05,0.431,0.092,0.02,0.10099999999999999,0.218,0.025788,0.15,0.001,0.555,0.21899999999999997,0.662,0.012,0.449,0.003,0.003,0.835,0.0002,0.289,0.7859999999999999,0.015,0.536,0.083,3.4,49.8,0.4,10.2,0.11,2.3,21.4,4.3,58.2,0.5,11.7,0.1,2.2,26.3
3060,23.0,46.55,24.283333300000002,46.2333333,3.0,0.392032,0.099264,0.18048599999999998,0.088872,0.0921678,1544.0,15.381433600000001,15.681156699999999,14281.4001373,114.8,14.544,9.339,0.08,0.05,0.41600000000000004,0.077,0.02,0.06,0.282,0.025608,0.17600000000000002,0.002,0.555,0.205,0.635,0.011000000000000001,0.46,0.002,0.003,0.847,0.0002,0.28800000000000003,0.7879999999999999,0.013999999999999999,0.545,0.08199999999999999,3.5,53.5,0.5,8.6,0.1,2.6,20.9,4.1,62.8,0.5,3.1,0.07,2.4,25.7
3061,27.0,49.3666667,20.35,49.0166667,2.0,0.42972,0.08177999999999999,0.146699,0.125148,0.0932988,1569.0,13.356674,13.5675,14152.3341523,115.5,15.26,6.632999999999999,0.08,0.05,0.467,0.094,0.02,0.13,0.228,0.025716000000000003,0.145,0.001,0.531,0.221,0.6559999999999999,0.01,0.436,0.002,0.003,0.8640000000000001,0.0003,0.289,0.785,0.013000000000000001,0.54,0.083,3.7,50.2,0.5,9.7,0.14,2.4,21.2,3.8,56.8,0.6,9.0,0.17,2.1,27.3
3062,36.0,42.8666667,21.3166667,42.3666667,3.4151786,0.407484,0.099828,0.17997149999999998,0.097198,0.09372589999999999,1546.0,7.497992,6.3278351,13749.8045348,115.5000001,9.335,1.023,0.08,0.05,0.435,0.077,0.02,0.073,0.281,0.026945999999999998,0.177,0.002,0.55,0.20800000000000002,0.637,0.01,0.446,0.002,0.003,0.852,0.0002,0.29,0.792,0.013999999999999999,0.544,0.083,3.3,58.4,0.3,12.2,0.14,2.2,26.2,4.2,56.5,0.5,10.8,0.11,2.3,25.0
