,t вып-обр,t обработка,t под током,t продувка,ПСН гр.,чист расход C,чист расход Cr,чист расход Mn,чист расход Si,чист расход V,температура первая,Ar (интенс.),N2 (интенс.),эл. энергия (интенс.),произв жидкая сталь,расход газ Ar,расход газ  N2,сыпуч известь РП,сыпуч кокс пыль УСТК,сыпуч  кокс. мелочь КМ1,сыпуч  шпат плав.,ферспл CaC2,ферспл  Mn5Si65Al0.5,ферспл SiMn18,ферспл  ферванит,ферспл  фх850А,химсталь первый Al_1,химсталь первый C_1,химсталь первый Cr_1,химсталь первый Mn_1,химсталь первый N_1,химсталь первый Si_1,химсталь первый V_1,химсталь последний Al,химсталь последний C,химсталь последний Ca,химсталь последний Cr,химсталь последний Mn,химсталь последний N,химсталь последний Si,химсталь последний V,химшлак первый Al2O3_1,химшлак первый CaO_1,химшлак первый FeO_1,химшлак первый MgO_1,химшлак первый MnO_1,химшлак первый R_1,химшлак первый SiO2_1,химшлак последний Al2O3,химшлак последний CaO,химшлак последний FeO,химшлак последний MgO,химшлак последний MnO,химшлак последний R,химшлак последний SiO2
2309,5.0,52.55,22.8333333,52.55,3.0,0.505625,0.122822,0.165575,0.10178,0.09367310000000001,1584.0,13.8121519,16.019768300000003,12253.138686100001,116.5,9.093,17.288,0.0,0.05,0.552,0.039,0.02,0.09,0.253,0.012189,0.217,0.002,0.44,0.185,0.652,0.012,0.446,0.002,0.004,0.858,0.0002,0.29,0.805,0.019,0.5589999999999999,0.08199999999999999,4.2,60.1,1.1,6.8,0.09,3.0,19.7,5.7,57.6,0.3,4.1,0.06,2.8,20.3
2310,11.0,54.5666667,20.6666667,54.216666700000005,3.0,0.51935,0.12338800000000001,0.1877375,0.110825,0.0951959,1575.0,9.9717791,11.2743243,12457.7419355,116.9,6.321000000000001,12.978,0.0,0.05,0.568,0.039,0.02,0.095,0.287,0.02615,0.218,0.002,0.44,0.185,0.657,0.016,0.46399999999999997,0.002,0.003,0.861,0.0001,0.29100000000000004,0.7929999999999999,0.019,0.542,0.083,4.4,61.7,0.4,7.9,0.08,2.8,22.0,5.7,57.4,0.6,5.1,0.06,2.6,21.8
2311,5.0,55.3666667,23.3666667,55.216666700000005,3.5799129,0.437245,0.07980599999999999,0.1011375,0.08037899999999999,0.09229689999999999,1537.0,11.4374165,15.172225099999999,14453.922967200002,113.6,8.559,16.327,0.0,0.05,0.478,0.049,0.02,0.083,0.154,0.02615,0.141,0.002,0.49200000000000005,0.22,0.71,0.012,0.466,0.002,0.003,0.87,0.0001,0.289,0.7979999999999999,0.017,0.509,0.08199999999999999,3.2,53.7,1.2,5.4,0.15,3.0,18.0,5.2,60.5,0.6,5.4,0.07,2.8,21.8
2312,12.0,54.716666700000005,24.6833333,54.55,3.0,0.47212,0.091692,0.1501,0.10422999999999999,0.0920197,1557.0,10.4946429,10.690144,12423.767724500001,114.1,3.265,15.667,0.0,0.05,0.517,0.062,0.02,0.1,0.22899999999999998,0.026114,0.162,0.002,0.473,0.21100000000000002,0.657,0.01,0.436,0.002,0.003,0.865,0.0001,0.29,0.797,0.018000000000000002,0.542,0.084,3.5,57.4,0.7,7.4,0.15,3.0,19.2,5.5,61.1,0.4,5.6,0.07,2.7,22.2
2313,18.0,50.3666667,20.5,50.2,3.0,0.51932,0.098484,0.1769875,0.123607,0.0927533,1573.0,9.7702918,13.1588517,12649.7560976,115.3,6.138999999999999,13.751,0.0,0.05,0.573,0.065,0.02,0.11900000000000001,0.27,0.026512,0.174,0.002,0.429,0.20199999999999999,0.653,0.012,0.44,0.002,0.003,0.865,0.0002,0.287,0.7959999999999999,0.018000000000000002,0.534,0.084,4.1,61.2,0.3,9.3,0.07,2.8,22.1,5.5,59.5,0.5,6.7,0.09,2.5,23.4
2314,21.0,52.05,21.3333333,51.8833333,3.0,0.492225,0.084334,0.1811375,0.103901,0.095239,1559.0,13.1020522,15.0765407,12774.375,117.6,7.803,16.512999999999998,0.0,0.05,0.542,0.068,0.02,0.087,0.27699999999999997,0.026874000000000002,0.149,0.002,0.44299999999999995,0.217,0.639,0.011000000000000001,0.429,0.002,0.003,0.861,0.0002,0.287,0.794,0.019,0.527,0.084,4.3,62.0,0.4,8.5,0.09,2.9,21.1,5.6,60.5,0.9,4.4,0.09,2.8,21.8
2315,22.0,57.7,18.3166667,57.533333299999995,3.0,0.548245,0.10471,0.1652875,0.120547,0.095347,1581.0,9.7312246,10.5503303,12516.4695177,117.1,5.982,13.311,0.0,0.05,0.608,0.053,0.02,0.11900000000000001,0.252,0.027054,0.185,0.002,0.409,0.19899999999999998,0.6509999999999999,0.009000000000000001,0.424,0.002,0.004,0.8740000000000001,0.0005,0.287,0.797,0.017,0.54,0.085,4.1,60.0,0.4,8.0,0.08,2.8,21.3,5.8,57.7,0.5,6.6,0.07,2.5,22.7
2316,32.0,64.7333333,26.866666700000003,64.5666667,3.0,0.47848500000000005,0.108106,0.171175,0.09025,0.09174739999999999,1561.0,12.4568905,13.890767499999999,12537.468982600001,113.3,7.834,20.813000000000002,0.0,0.05,0.521,0.054000000000000006,0.02,0.07,0.262,0.025932999999999998,0.191,0.001,0.467,0.198,0.65,0.011000000000000001,0.444,0.002,0.003,0.863,0.0001,0.29100000000000004,0.8009999999999999,0.019,0.544,0.085,4.1,60.0,0.4,6.9,0.07,2.8,21.2,5.6,58.9,0.9,6.3,0.07,2.6,22.8
2317,47.0,64.7166667,40.283333299999995,64.55,2.8535424,0.48586999999999997,0.138104,0.2124625,0.118591,0.09223239999999999,1523.0,10.9575,13.3120122,10292.0976417,113.3,3.409,24.165,0.11,0.05,0.523,0.048,0.02,0.09699999999999999,0.325,0.026512,0.244,0.001,0.467,0.172,0.614,0.011000000000000001,0.43200000000000005,0.002,0.002,0.885,0.0006,0.29100000000000004,0.8,0.02,0.52,0.084,3.5,61.6,0.5,9.6,0.19,2.7,22.8,3.6,49.2,0.6,9.2,0.13,2.4,20.8
2318,6.0,46.6666667,18.3,46.3333333,3.0,0.5418850000000001,0.13867000000000002,0.266575,0.14119,0.09536030000000001,1588.0,8.7913043,5.073015900000001,12531.147541,117.0,10.784,1.598,0.0,0.05,0.59,0.047,0.02,0.11,0.408,0.026693,0.245,0.001,0.442,0.177,0.573,0.013000000000000001,0.414,0.002,0.003,0.868,0.0002,0.29,0.797,0.015,0.539,0.08199999999999999,3.5,50.2,1.0,11.4,0.1,2.3,21.9,4.5,55.5,0.6,10.3,0.12,2.2,25.7
2319,10.0,42.55,14.183333300000001,42.216666700000005,2.5512083,0.565685,0.11603,0.2025375,0.106899,0.0956858,1580.0,8.9426966,10.452051800000001,12538.6603995,116.7,7.959,5.377000000000001,0.0,0.05,0.626,0.05,0.02,0.083,0.31,0.027561000000000002,0.205,0.001,0.418,0.191,0.624,0.011000000000000001,0.428,0.002,0.003,0.88,0.0001,0.28800000000000003,0.8079999999999999,0.015,0.541,0.084,4.2,60.7,0.4,10.6,0.11,2.7,22.6,5.9,53.1,0.8,4.9,0.1,2.6,20.4
2320,9.0,40.716666700000005,13.5333333,40.5666667,3.0,0.50436,0.12338800000000001,0.200525,0.10312400000000001,0.09254960000000001,1585.0,8.2549118,7.580852799999999,12081.280788200002,115.0,5.462000000000001,5.235,0.0,0.05,0.5489999999999999,0.051,0.02,0.078,0.307,0.025861000000000002,0.218,0.001,0.457,0.183,0.621,0.012,0.431,0.002,0.003,0.872,0.0001,0.28600000000000003,0.7979999999999999,0.013999999999999999,0.528,0.081,4.5,53.5,0.5,11.3,0.15,2.4,22.1,5.5,58.7,0.2,8.5,0.06,2.3,25.5
2322,23.0,41.1833333,14.7,41.05,3.0,0.487795,0.105842,0.1430375,0.106931,0.0929068,1577.0,10.3747706,10.076240199999999,12497.9591837,113.7,5.026,8.576,0.0,0.05,0.534,0.091,0.02,0.107,0.218,0.02615,0.187,0.001,0.47100000000000003,0.196,0.6679999999999999,0.01,0.43200000000000005,0.002,0.003,0.868,0.0004,0.28800000000000003,0.8029999999999999,0.013999999999999999,0.5479999999999999,0.085,3.4,54.0,0.5,8.3,0.18,2.7,19.9,4.4,62.0,0.7,4.8,0.07,2.4,25.6
2324,36.0,40.85,18.3,40.6833333,2.7541667000000003,0.46481999999999996,0.097352,0.12205,0.091696,0.09377680000000001,1556.0,10.005773199999998,9.8735386,13475.4098361,116.4,5.392,7.928999999999999,0.0,0.05,0.508,0.063,0.02,0.092,0.18600000000000003,0.026258999999999998,0.172,0.002,0.45799999999999996,0.203,0.693,0.01,0.44299999999999995,0.003,0.003,0.866,0.0001,0.28300000000000003,0.7909999999999999,0.015,0.5329999999999999,0.08199999999999999,4.7,60.4,0.9,10.3,0.12,2.7,22.2,4.3,53.3,0.9,3.5,0.06,2.8,19.0
2512,5.0,41.6833333,19.5166667,41.1666667,2.4291692000000005,0.41279,0.077694,0.14882,0.061184,0.08935169999999999,1563.0,13.082681599999999,11.9752941,11387.1904355,110.5,13.01,4.524,0.0,0.05,0.446,0.036000000000000004,0.02,0.026000000000000002,0.24,0.025897000000000003,0.138,0.001,0.519,0.217,0.664,0.008,0.474,0.003,0.003,0.8440000000000001,0.0001,0.289,0.802,0.013000000000000001,0.536,0.08,3.9,49.3,0.7,11.8,0.13,2.4,20.9,4.4,55.2,0.3,7.8,0.11,2.1,26.2
2514,7.0,47.533333299999995,20.8166667,47.3833333,2.4816514,0.49615,0.094584,0.167959,0.063537,0.0901567,1569.0,9.0846,9.874433300000002,11494.6357086,111.9,5.047,9.559,0.075,0.05,0.545,0.038,0.02,0.021,0.271,0.02615,0.168,0.001,0.452,0.203,0.6409999999999999,0.01,0.47,0.003,0.002,0.855,0.0001,0.28800000000000003,0.8,0.016,0.5489999999999999,0.08199999999999999,3.0,54.7,0.5,13.8,0.18,2.2,24.8,4.4,52.4,0.3,12.5,0.14,2.0,25.8
2515,7.0,44.216666700000005,17.716666699999998,44.05,3.0,0.490145,0.085013,0.227883,0.11430499999999999,0.0925548,1577.0,11.737691499999999,12.8289277,11555.2210724,114.2,6.3839999999999995,11.432,0.075,0.05,0.537,0.038,0.02,0.071,0.36700000000000005,0.026657,0.151,0.001,0.483,0.21899999999999997,0.613,0.009000000000000001,0.446,0.002,0.002,0.867,0.0001,0.289,0.8190000000000001,0.016,0.555,0.084,3.7,52.9,0.8,14.7,0.27,2.2,24.3,4.6,52.5,0.3,13.3,0.13,2.1,24.6
2516,7.0,49.2,18.25,49.033333299999995,3.0,0.51844,0.09233200000000001,0.19173099999999998,0.087091,0.0928863,1576.0,13.364383600000002,11.8020286,11579.178082200002,115.1,9.214,10.989,0.07400000000000001,0.05,0.5720000000000001,0.0,0.02,0.046,0.309,0.026512,0.16399999999999998,0.001,0.45,0.209,0.628,0.009000000000000001,0.45,0.003,0.003,0.875,0.0004,0.287,0.807,0.013999999999999999,0.5379999999999999,0.081,4.2,49.5,1.1,13.5,0.16,2.2,22.8,5.8,49.5,0.3,11.0,0.24,2.0,26.0
2517,10.0,50.7,19.8166667,50.3666667,2.5602696,0.57772,0.093458,0.19111199999999998,0.086908,0.09195360000000001,1540.0,9.5821277,8.4904493,11838.519764499999,113.5,5.004,9.606,0.07400000000000001,0.05,0.645,0.036000000000000004,0.02,0.046,0.308,0.025969,0.166,0.001,0.391,0.20600000000000002,0.624,0.006999999999999999,0.449,0.002,0.003,0.858,0.0001,0.28600000000000003,0.812,0.013999999999999999,0.539,0.083,3.8,49.2,0.6,13.8,0.26,2.2,22.7,3.6,53.6,0.3,10.6,0.12,2.0,27.4
2519,7.0,50.1666667,13.833333300000001,49.8333333,3.0,0.43059,0.08895399999999999,0.145705,0.05894099999999999,0.0907385,1586.0,8.9094567,8.991632199999998,11437.5903614,112.3,4.92,9.671,0.059000000000000004,0.05,0.466,0.037000000000000005,0.02,0.024,0.235,0.026619999999999998,0.158,0.001,0.445,0.20800000000000002,0.6559999999999999,0.01,0.473,0.003,0.002,0.835,0.0001,0.284,0.795,0.015,0.5429999999999999,0.08199999999999999,2.6,58.6,0.3,12.6,0.12,2.2,26.6,3.2,54.8,0.2,9.2,0.12,2.0,26.8
2521,24.0,40.3333333,19.1333333,40.0166667,3.8307441,0.5324800000000001,0.104718,0.19258,0.102546,0.09270110000000001,1548.0,9.5477477,9.7664765,13164.4599303,115.6,5.2989999999999995,7.607,0.0,0.05,0.5870000000000001,0.06,0.02,0.069,0.31,0.024848,0.18600000000000003,0.001,0.435,0.2,0.619,0.011000000000000001,0.428,0.003,0.002,0.866,0.0006,0.289,0.8,0.015,0.532,0.08199999999999999,3.9,53.2,0.8,13.3,0.51,2.1,25.7,5.3,51.0,0.3,11.4,0.2,1.9,26.4
2522,24.0,40.533333299999995,17.533333300000002,40.35,2.0,0.49906000000000006,0.085576,0.126809,0.19547899999999999,0.09174210000000001,1560.0,7.7349057,7.4933628,12298.8593156,113.4,4.555,5.645,0.0,0.05,0.552,0.07,0.02,0.239,0.201,0.025751999999999997,0.152,0.001,0.45899999999999996,0.215,0.68,0.01,0.353,0.003,0.003,0.873,0.0006,0.287,0.797,0.013000000000000001,0.5429999999999999,0.083,3.7,57.5,0.3,13.6,0.18,2.3,25.5,4.1,57.4,0.2,7.1,0.1,2.1,26.9
2523,14.0,42.533333299999995,15.05,42.3666667,2.6524349999999997,0.45801720000000007,0.058552,0.114945,0.062407000000000004,0.09012189999999999,1578.0,5.211499,3.8501665999999997,12334.8837209,111.9,4.23,2.247,0.0,0.05,0.439,0.107,0.02,0.043,0.185,0.02568,0.10400000000000001,0.001,0.479,0.23399999999999999,0.672,0.009000000000000001,0.45799999999999996,0.003,0.002,0.856,0.0002,0.289,0.7879999999999999,0.012,0.54,0.083,4.5,53.9,0.5,15.2,0.21,2.2,24.6,4.1,55.7,0.3,7.6,0.11,2.1,27.1
2524,11.0,41.2,16.4833333,41.0166667,3.0,0.4264622,0.09514700000000001,0.17951,0.053070000000000006,0.08957029999999999,1564.0,6.0436003,6.3383133,12084.934277,111.5,4.066,4.3839999999999995,0.126,0.05,0.423,0.14800000000000002,0.02,0.0,0.29,0.025608,0.16899999999999998,0.001,0.527,0.20600000000000002,0.629,0.009000000000000001,0.484,0.003,0.002,0.866,0.0003,0.289,0.7959999999999999,0.012,0.536,0.081,2.9,57.1,0.3,14.1,0.11,2.2,26.0,3.5,53.7,0.3,10.7,0.13,2.1,25.5
2525,15.0,41.033333299999995,15.733333300000002,40.85,2.3043478,0.479575,0.097399,0.193388,0.07436,0.09196649999999999,1571.0,6.9072185,9.0828612,12641.949152500001,114.1,3.987,7.125,0.059000000000000004,0.05,0.523,0.044000000000000004,0.02,0.026000000000000002,0.312,0.025932999999999998,0.17300000000000001,0.001,0.503,0.205,0.62,0.009000000000000001,0.461,0.003,0.003,0.875,0.0001,0.287,0.797,0.013999999999999999,0.5429999999999999,0.083,3.4,58.1,0.4,12.6,0.12,2.2,26.0,3.4,54.7,0.2,8.5,0.15,2.0,27.2
2526,12.0,42.55,28.233333299999998,42.216666700000005,2.4758621,0.392305,0.101903,0.15351199999999998,0.045384,0.0915839,1541.0,6.613743700000001,6.08,12064.462809899998,115.0,5.132999999999999,2.736,0.10800000000000001,0.05,0.41600000000000004,0.062,0.02,0.0,0.248,0.026114,0.18100000000000002,0.001,0.535,0.20199999999999999,0.6409999999999999,0.009000000000000001,0.48200000000000004,0.003,0.002,0.868,0.0001,0.294,0.7879999999999999,0.013000000000000001,0.527,0.084,4.2,52.0,0.7,13.4,0.18,2.7,19.6,6.6,50.6,0.2,14.4,0.15,2.1,24.6
2527,19.0,40.216666700000005,15.883333300000002,39.9,2.6027182,0.40562,0.079946,0.091912,0.047004000000000004,0.0898718,1556.0,9.502432800000001,7.2714197,12375.2360965,112.3,4.123,6.516,0.0,0.05,0.439,0.054000000000000006,0.02,0.03,0.14800000000000002,0.025571,0.142,0.002,0.523,0.218,0.706,0.01,0.479,0.003,0.003,0.875,0.0002,0.287,0.7929999999999999,0.015,0.547,0.085,3.6,48.2,0.6,8.0,0.17,2.7,17.8,5.2,55.4,0.4,5.9,0.19,2.1,26.1
2528,22.0,47.1666667,22.283333300000002,46.6666667,2.5814557999999996,0.3883026,0.083887,0.062279999999999995,0.043532,0.09099789999999999,1540.0,4.577942299999999,4.1550105,12022.438294700001,112.8,5.154,1.6469999999999998,0.0,0.32,0.18,0.11599999999999999,0.02,0.038,0.1,0.025897000000000003,0.149,0.001,0.535,0.215,0.7240000000000001,0.008,0.48200000000000004,0.003,0.004,0.867,0.0013,0.289,0.7909999999999999,0.01,0.542,0.084,4.0,53.9,0.7,7.2,0.09,2.7,20.0,4.4,52.8,0.3,3.8,0.11,2.3,22.8
2529,21.0,40.3833333,13.333333300000001,40.216666700000005,3.0,0.48811499999999997,0.082761,0.100199,0.065319,0.0914587,1575.0,6.4808362,7.053926700000001,11403.0,112.6,3.1,5.9879999999999995,0.0,0.05,0.54,0.047,0.02,0.054000000000000006,0.161,0.026223000000000003,0.147,0.001,0.47,0.214,0.691,0.01,0.47600000000000003,0.003,0.002,0.853,0.0001,0.28600000000000003,0.784,0.013999999999999999,0.539,0.085,2.9,60.6,0.3,11.0,0.2,2.4,25.6,3.4,54.6,0.2,15.0,0.1,2.1,25.5
2531,28.0,42.7,17.5,42.533333299999995,2.2393822,0.42607,0.083324,0.107527,0.060875,0.0914327,1562.0,6.7480851,8.2752956,12497.142857100001,114.0,3.5239999999999996,7.388,0.0,0.05,0.46299999999999997,0.114,0.02,0.044000000000000004,0.17300000000000001,0.025246,0.14800000000000002,0.001,0.499,0.217,0.7,0.008,0.48200000000000004,0.003,0.003,0.828,0.0002,0.28600000000000003,0.7959999999999999,0.012,0.5529999999999999,0.08199999999999999,3.2,56.9,0.6,14.9,0.38,2.3,24.3,3.8,55.6,0.2,10.5,0.12,2.1,26.8
2549,5.0,114.61666670000001,41.25,114.48333329999998,3.025737,0.53304,0.042032,0.153824,0.062362,0.0889462,1543.0,11.3251954,7.5876923,13346.909090899999,111.2,8.453,22.741999999999997,0.297,0.249,0.429,0.037000000000000005,0.02,0.026000000000000002,0.248,0.024993,0.07400000000000001,0.001,0.51,0.254,0.649,0.009000000000000001,0.479,0.003,0.003,0.833,0.0001,0.292,0.792,0.018000000000000002,0.517,0.084,3.3,47.6,0.6,15.6,0.2,2.1,22.5,4.0,62.5,0.2,7.3,0.04,2.7,23.4
2551,14.0,56.033333299999995,26.3333333,55.9,4.5210084,0.63121,0.045439999999999994,0.155362,0.079053,0.0918707,1536.0,10.8586957,12.6376601,14456.9620253,113.5,6.105,16.442999999999998,0.391,0.363,0.451,0.0,0.02,0.051,0.25,0.025969,0.08,0.001,0.491,0.25,0.6559999999999999,0.008,0.47,0.003,0.002,0.8390000000000001,0.0001,0.29100000000000004,0.8029999999999999,0.015,0.5429999999999999,0.085,4.1,46.9,0.5,12.6,0.13,2.1,21.9,3.7,55.4,0.4,9.6,0.14,2.1,25.9
2552,57.0,45.3833333,28.366666700000003,45.216666700000005,2.862925,0.51271,0.064752,0.191348,0.094238,0.0893256,1574.0,11.924745800000002,11.2864592,11705.2878966,110.4,5.8629999999999995,11.183,0.366,0.24,0.406,0.0,0.02,0.057999999999999996,0.308,0.022244,0.114,0.001,0.515,0.23,0.613,0.008,0.43200000000000005,0.002,0.002,0.8740000000000001,0.0001,0.28800000000000003,0.7979999999999999,0.017,0.514,0.084,2.5,46.6,1.7,18.4,0.99,1.7,27.5,2.8,54.0,0.3,10.5,0.12,2.1,25.9
2553,56.0,42.2,24.8666667,42.033333299999995,2.6533048999999997,0.47253,0.07952000000000001,0.213013,0.100643,0.0914968,1570.0,8.3802585,8.573596499999999,12426.273458399999,112.4,3.9619999999999997,7.721,0.22,0.05,0.517,0.0,0.02,0.057999999999999996,0.34299999999999997,0.023400999999999998,0.14,0.001,0.48700000000000004,0.21899999999999997,0.596,0.009000000000000001,0.435,0.002,0.002,0.879,0.0002,0.29,0.797,0.013999999999999999,0.535,0.085,3.2,50.3,0.7,17.2,0.24,1.9,26.1,2.9,54.4,0.3,12.3,0.12,2.0,27.4
2554,52.0,54.033333299999995,26.1666667,53.8666667,2.6804752,0.425545,0.085768,0.13409300000000002,0.094197,0.09292160000000001,1530.0,10.559008300000002,11.0631948,12650.445859899999,116.0,7.098,12.274000000000001,0.10400000000000001,0.05,0.461,0.036000000000000004,0.02,0.084,0.215,0.023438,0.151,0.002,0.517,0.217,0.6679999999999999,0.008,0.456,0.003,0.003,0.868,0.0003,0.29,0.79,0.015,0.529,0.083,3.3,56.0,0.7,14.4,0.18,2.2,24.9,3.5,54.7,0.4,11.3,0.13,2.1,25.5
2555,38.0,47.6833333,16.4833333,47.5166667,2.6092105,0.399775,0.072136,0.125969,0.054127,0.09194730000000001,1570.0,9.5299652,11.9487478,12507.1789687,113.6,3.0389999999999997,14.843,0.062,0.05,0.43200000000000005,0.036000000000000004,0.02,0.026000000000000002,0.203,0.024052,0.127,0.001,0.547,0.22699999999999998,0.6729999999999999,0.006999999999999999,0.48,0.003,0.003,0.868,0.0002,0.287,0.784,0.013000000000000001,0.534,0.083,3.0,58.9,0.4,11.9,0.17,2.5,23.9,2.9,54.7,0.3,12.3,0.12,2.3,27.5
2556,27.0,49.533333299999995,19.6666667,49.3666667,2.6224784,0.43201999999999996,0.092016,0.15476700000000002,0.080176,0.09121339999999999,1580.0,9.466282099999999,9.1592073,12657.9661017,112.5,10.029,5.263999999999999,0.052000000000000005,0.05,0.467,0.059000000000000004,0.02,0.053000000000000005,0.249,0.024052,0.162,0.001,0.542,0.21,0.6509999999999999,0.009000000000000001,0.467,0.003,0.003,0.85,0.0001,0.29,0.7909999999999999,0.011000000000000001,0.546,0.085,3.3,57.0,0.4,14.2,0.25,2.2,25.9,3.6,55.9,0.3,9.1,0.11,2.3,26.3
2557,30.0,45.033333299999995,18.2,44.8666667,2.3082192000000004,0.403435,0.066456,0.140482,0.07335499999999999,0.09018639999999999,1573.0,6.5782609,7.006920399999999,12375.824175799999,112.0,4.539,5.625,0.08,0.05,0.43700000000000006,0.084,0.02,0.049,0.226,0.023546,0.11699999999999999,0.001,0.51,0.231,0.654,0.006999999999999999,0.466,0.003,0.002,0.847,0.0002,0.29,0.7909999999999999,0.013000000000000001,0.555,0.085,2.4,59.2,0.3,11.8,0.13,2.2,26.5,2.4,58.1,0.2,6.9,0.1,2.3,28.1
2558,33.0,46.033333299999995,25.6666667,45.8666667,3.3638584000000002,0.24748,0.039760000000000004,0.049748,0.027047,0.0871818,1527.0,7.3150247,7.7103352,13144.675324700002,109.7,5.3420000000000005,6.1339999999999995,0.052000000000000005,0.05,0.253,0.08,0.02,0.019,0.08,0.022533,0.07,0.002,0.659,0.254,0.7390000000000001,0.006,0.508,0.004,0.002,0.8590000000000001,0.0004,0.29100000000000004,0.7929999999999999,0.011000000000000001,0.54,0.085,2.3,58.6,0.4,10.4,0.17,2.3,25.4,3.3,54.5,0.4,13.3,0.13,2.3,25.6
2559,38.0,48.85,25.4166667,48.6666667,3.4801963,0.32536,0.07043200000000001,0.100799,0.091498,0.09060189999999999,1535.0,8.442996699999998,8.111925999999999,12641.3114754,113.8,5.76,7.312,0.131,0.098,0.3,0.07400000000000001,0.02,0.095,0.161,0.022713999999999998,0.124,0.001,0.593,0.228,0.6940000000000001,0.006999999999999999,0.457,0.004,0.003,0.852,0.0002,0.289,0.7859999999999999,0.012,0.55,0.08199999999999999,2.7,54.9,0.8,7.6,0.1,2.7,20.5,3.1,58.4,0.3,5.6,0.09,2.3,27.1
2560,37.0,43.55,18.65,43.3666667,3.253012,0.48599499999999995,0.08236,0.165266,0.081981,0.0918515,1574.0,9.6421053,10.5621429,12920.107238600001,114.4,6.412000000000001,8.215,0.0,0.05,0.535,0.07400000000000001,0.02,0.051,0.266,0.023003,0.145,0.001,0.47700000000000004,0.218,0.642,0.006999999999999999,0.457,0.003,0.002,0.865,0.0001,0.28800000000000003,0.7909999999999999,0.012,0.551,0.083,3.0,57.2,0.3,13.7,0.16,2.2,25.8,4.2,54.7,0.3,8.6,0.13,2.3,26.2
2561,37.0,47.533333299999995,23.05,47.3666667,2.0,0.48831,0.10224,0.144779,0.07267699999999999,0.0914487,1555.0,10.124069500000001,11.6643537,13444.6854664,113.7,6.8,10.552999999999999,0.079,0.05,0.535,0.10400000000000001,0.02,0.046,0.233,0.023400999999999998,0.18,0.001,0.47200000000000003,0.201,0.664,0.008,0.46299999999999997,0.003,0.003,0.8590000000000001,0.0001,0.289,0.7929999999999999,0.013000000000000001,0.551,0.085,3.1,50.9,0.3,9.9,0.14,2.2,22.9,4.4,55.1,0.4,5.6,0.14,2.3,25.4
2562,43.0,45.6833333,23.1833333,45.5166667,2.0,0.438015,0.077816,0.105175,0.06161799999999999,0.0891772,1554.0,9.1685287,9.0123288,12893.745506799998,112.1,6.474,7.31,0.059000000000000004,0.05,0.479,0.08,0.02,0.047,0.16899999999999998,0.022352,0.13699999999999998,0.001,0.49,0.22399999999999998,0.6940000000000001,0.006999999999999999,0.47100000000000003,0.003,0.004,0.85,0.0006,0.292,0.795,0.012,0.5529999999999999,0.084,2.4,57.7,0.3,11.0,0.15,2.2,26.1,3.1,58.2,0.3,5.1,0.11,2.3,27.7
2563,34.0,56.6833333,30.016666700000002,56.5166667,3.1327144000000002,0.40488,0.11700799999999999,0.151732,0.082526,0.08868229999999999,1537.0,6.4032445,6.5578192,12043.309272600001,111.5,4.605,7.617999999999999,0.063,0.05,0.429,0.078,0.02,0.057999999999999996,0.244,0.022606,0.20600000000000002,0.001,0.517,0.18600000000000003,0.644,0.008,0.449,0.003,0.003,0.87,0.0003,0.299,0.794,0.013000000000000001,0.562,0.084,2.7,54.5,2.4,10.9,0.61,2.1,26.5,3.8,54.6,0.4,8.8,0.18,2.3,26.4
2564,49.0,42.716666700000005,24.8833333,42.4,3.7389422999999997,0.412595,0.095992,0.13730799999999999,0.101642,0.0899973,1539.0,7.1862944,9.2326344,13307.7026122,114.2,4.718999999999999,6.727,0.054000000000000006,0.05,0.44299999999999995,0.07400000000000001,0.02,0.094,0.22,0.022713999999999998,0.16899999999999998,0.001,0.527,0.209,0.665,0.006999999999999999,0.433,0.004,0.003,0.878,0.0003,0.29100000000000004,0.794,0.013999999999999999,0.552,0.084,3.0,55.1,0.2,6.9,0.15,2.5,21.7,3.4,58.6,0.3,3.7,0.11,2.3,27.7
2565,48.0,44.3666667,23.716666699999998,44.2,2.7884615000000004,0.401855,0.08804,0.11691199999999999,0.063789,0.090951,1531.0,9.8842234,12.1933849,13681.5179199,113.5,6.735,9.626,0.0,0.05,0.43200000000000005,0.076,0.02,0.045,0.188,0.024125,0.155,0.001,0.544,0.212,0.6829999999999999,0.006999999999999999,0.469,0.003,0.003,0.856,0.0002,0.28800000000000003,0.787,0.012,0.531,0.084,2.9,58.8,0.5,9.7,0.17,2.3,25.4,4.8,55.2,0.4,6.3,0.22,2.1,26.8
2566,43.0,50.3666667,18.966666699999998,50.25,3.4646633000000002,0.368725,0.033512,0.020931,0.033464999999999995,0.08910019999999999,1561.0,9.3222539,12.3176689,12970.123022799999,112.2,7.261,11.038,0.0,0.05,0.405,0.079,0.02,0.042,0.033,0.02228,0.059000000000000004,0.002,0.57,0.259,0.762,0.006999999999999999,0.505,0.004,0.003,0.862,0.0002,0.289,0.7829999999999999,0.012,0.5479999999999999,0.084,3.3,61.9,0.1,8.7,0.1,2.6,24.1,4.0,58.6,0.1,4.4,0.15,2.3,27.5
